,full_name,season,masters_played,min,mean,prior_score,SG_per_round,driving_distance,driving_accuracy,greens_in_regulation,par_or_better_distance,scrambling,putting_rating,made_cut,top_10,total_score
933,vijay_singh,2004,15,284.0,296.4,286.0,0.3,300.8,0.6036,0.7303000000000001,19.430635604632183,0.6236,253.7,1,1,284.0
934,vijay_singh,2005,15,284.0,296.4,284.0,0.3,301.1,0.602,0.7054,20.57421177780033,0.6419,166.8,1,1,285.0
935,vijay_singh,2006,15,284.0,296.4,285.0,0.3,293.7,0.594,0.6783,19.91559188173929,0.6028,254.1,1,0,296.0
936,vijay_singh,2007,15,284.0,296.4,296.0,0.3,293.8,0.5966,0.6622,19.56146779314431,0.5888,252.9,1,0,289.0
937,vijay_singh,2008,15,284.0,296.4,289.0,0.3,297.8,0.5945,0.6845,18.393238567473645,0.5892000000000001,312.3,1,0,287.0
938,vijay_singh,2009,15,284.0,296.4,287.0,0.3,293.9,0.6089,0.6618,18.16530528155864,0.5571,341.0,0,0,315.0
939,vijay_singh,2010,15,284.0,296.4,315.0,0.3,292.3,0.6328,0.6862,18.23363924179701,0.5646,366.8,0,0,315.0
940,vijay_singh,2011,15,284.0,296.4,315.0,0.3,294.3,0.5967,0.6646,18.89090080788456,0.5722999999999999,276.9,1,0,290.0
941,vijay_singh,2012,15,284.0,296.4,290.0,0.3,295.4,0.6162,0.6622,18.95495880223548,0.593,277.0,1,0,292.0
942,vijay_singh,2013,15,284.0,296.4,292.0,0.3,288.1,0.6231,0.6912999999999999,15.612389199855919,0.5722999999999999,313.9,1,0,295.0
943,vijay_singh,2014,15,284.0,296.4,295.0,0.3,289.7,0.6065999999999999,0.6539,17.943905670016335,0.5919,323.3,1,0,295.0
944,vijay_singh,2015,15,284.0,296.4,295.0,0.3,290.6,0.6006,0.6624,18.63236431588863,0.6097,329.6,0,0,315.0
945,vijay_singh,2016,15,284.0,296.4,315.0,0.3,289.8,0.5672999999999999,0.6273,20.17346648446915,0.5652,212.2,0,0,315.0
946,webb_simpson,2011,8,277.0,298.0,315.0,-0.1,296.2,0.6193,0.6984,19.56612492151791,0.6222,133.4,1,0,294.0
947,webb_simpson,2012,8,277.0,298.0,294.0,-0.1,288.6,0.6147,0.6747,20.211160833119465,0.5865,180.8,0,0,315.0
948,webb_simpson,2013,8,277.0,298.0,315.0,-0.1,285.4,0.633,0.6667000000000001,18.847805980478945,0.5795,136.1,0,0,315.0
949,webb_simpson,2014,8,277.0,298.0,315.0,-0.1,288.5,0.6224000000000001,0.6528,19.974963026665822,0.5905,167.8,1,0,287.0
950,webb_simpson,2015,8,277.0,298.0,287.0,-0.1,289.4,0.6785,0.6781,18.382023827642048,0.6437999999999999,314.5,1,0,295.0
951,webb_simpson,2016,8,277.0,298.0,295.0,-0.1,286.3,0.6217,0.6714,17.916999938760828,0.5942000000000001,256.5,0,0,315.0
952,webb_simpson,2017,8,277.0,298.0,315.0,-0.1,286.5,0.6626000000000001,0.6548999999999999,18.44554061961861,0.652,197.1,1,0,286.0
953,webb_simpson,2018,8,277.0,298.0,286.0,-0.1,293.7,0.6234000000000001,0.6793,19.129418607213346,0.6609999999999999,81.4,1,1,277.0
954,wesley_bryan,2017,1,315.0,315.0,315.0,-4.3,279.8,0.5787,0.605,19.279879768527838,0.6059,64.4,0,0,315.0
955,william_mcgirt,2016,1,290.0,290.0,315.0,1.9,287.6,0.6528,0.6735,19.1297652015561,0.6076,139.6,1,0,290.0
956,woody_austin,2007,1,315.0,315.0,315.0,-4.3,286.1,0.6332,0.655,18.73243265924993,0.6085,228.2,0,0,315.0
957,xander_schauffele,2017,2,276.0,286.0,315.0,2.9,306.8,0.5882000000000001,0.68,20.362880444573648,0.5755,138.5,1,0,296.0
958,xander_schauffele,2018,2,276.0,286.0,296.0,2.9,304.9,0.5977,0.6559,21.177132829094482,0.5781000000000001,193.5,1,1,276.0
959,y.e._yang,2008,6,281.0,301.6666666666667,315.0,-1.0,286.9,0.6343,0.6596,18.26938080505193,0.5572,225.2,0,0,315.0
960,y.e._yang,2009,6,281.0,301.6666666666667,315.0,-1.0,291.3,0.6056,0.6617000000000001,19.108660867232143,0.5842,221.8,1,1,281.0
961,y.e._yang,2010,6,281.0,301.6666666666667,281.0,-1.0,288.6,0.6431,0.6595,18.971863377117177,0.5618,159.1,1,0,285.0
962,y.e._yang,2011,6,281.0,301.6666666666667,285.0,-1.0,290.2,0.6223,0.6252,18.796979145596765,0.6131,96.9,1,0,299.0
963,y.e._yang,2012,6,281.0,301.6666666666667,299.0,-1.0,284.9,0.6106,0.5851,20.92416784486303,0.5767,100.9,0,0,315.0
964,y.e._yang,2013,6,281.0,301.6666666666667,315.0,-1.0,286.7,0.6279,0.627,17.37484532305252,0.5665,176.2,0,0,315.0
965,zach_johnson,2004,15,280.0,300.2,315.0,-0.6,285.6,0.7191,0.6786,19.295833333333334,0.5929,91.9,0,0,315.0
966,zach_johnson,2005,15,280.0,300.2,315.0,-0.6,290.0,0.6692,0.6667000000000001,19.239526209083213,0.5737,132.1,1,0,293.0
967,zach_johnson,2006,15,280.0,300.2,293.0,-0.6,283.7,0.6962999999999999,0.6686,17.690530541318804,0.5752,179.5,1,1,289.0
968,zach_johnson,2007,15,280.0,300.2,289.0,-0.6,280.4,0.7304999999999999,0.6444,18.208728142172795,0.6042000000000001,100.8,1,0,291.0
969,zach_johnson,2008,15,280.0,300.2,291.0,-0.6,275.1,0.7373000000000001,0.6759000000000001,17.245622089388366,0.5714,171.8,0,0,315.0
970,zach_johnson,2009,15,280.0,300.2,315.0,-0.6,281.2,0.7147,0.6781,17.90121411152514,0.621,111.0,1,0,295.0
971,zach_johnson,2010,15,280.0,300.2,295.0,-0.6,279.7,0.7123999999999999,0.6654000000000001,19.03213660131492,0.5766,74.0,0,0,315.0
972,zach_johnson,2011,15,280.0,300.2,315.0,-0.6,278.2,0.7106,0.6638,18.254329699492605,0.6397999999999999,106.4,1,0,291.0
973,zach_johnson,2012,15,280.0,300.2,291.0,-0.6,281.1,0.6853,0.6495000000000001,19.84613032530244,0.6037,85.8,1,0,291.0
974,zach_johnson,2013,15,280.0,300.2,291.0,-0.6,278.8,0.6968000000000001,0.6814,17.65039942890812,0.5966,186.7,0,0,315.0
975,zach_johnson,2014,15,280.0,300.2,315.0,-0.6,282.2,0.7051000000000001,0.6742,17.996913315590785,0.6075,163.4,1,1,280.0
976,zach_johnson,2015,15,280.0,300.2,280.0,-0.6,282.6,0.7121,0.6858,19.227367214468032,0.6098,165.2,0,0,315.0
977,zach_johnson,2016,15,280.0,300.2,315.0,-0.6,280.1,0.6523,0.6453,18.897821927701386,0.6211,128.6,0,0,315.0
978,zach_johnson,2017,15,280.0,300.2,315.0,-0.6,286.9,0.6753,0.6420999999999999,19.167094198130293,0.5988,112.5,1,0,290.0
979,zach_johnson,2018,15,280.0,300.2,290.0,-0.6,289.8,0.6388,0.6743000000000001,18.804643080603487,0.6235,167.0,1,0,293.0
980,ángel_cabrera,2008,9,276.0,291.3333333333333,315.0,1.6,300.2,0.5111,0.6264,19.728438388529387,0.5306000000000001,271.6,1,1,276.0
981,ángel_cabrera,2009,9,276.0,291.3333333333333,276.0,1.6,304.1,0.5146000000000001,0.6235,19.350535881181408,0.5738,163.6,1,0,287.0
982,ángel_cabrera,2010,9,276.0,291.3333333333333,287.0,1.6,304.5,0.5449,0.6578,20.369403628154323,0.5515,244.9,1,1,279.0
983,ángel_cabrera,2011,9,276.0,291.3333333333333,279.0,1.6,301.6,0.5497,0.6389,20.90643175888436,0.5217,97.7,1,0,291.0
984,ángel_cabrera,2012,9,276.0,291.3333333333333,291.0,1.6,299.7,0.5702,0.6333,19.12554131405319,0.4909000000000001,245.5,1,1,279.0
985,ángel_cabrera,2013,9,276.0,291.3333333333333,279.0,1.6,294.0,0.5619,0.6498999999999999,20.1529847699761,0.5543,250.8,0,0,315.0
986,ángel_cabrera,2014,9,276.0,291.3333333333333,315.0,1.6,303.7,0.584,0.6498,19.600652731478103,0.531,237.5,1,0,286.0
987,ángel_cabrera,2015,9,276.0,291.3333333333333,286.0,1.6,299.7,0.5589999999999999,0.6487999999999999,20.062053733354414,0.5045000000000001,294.5,1,0,294.0
988,ángel_cabrera,2016,9,276.0,291.3333333333333,294.0,1.6,294.6,0.5806,0.6308,19.718392429404584,0.551,275.9,0,0,315.0
